time,cpu,inbw,outBw,memory,Label
2018-05-16T17:35:06,42,0.23818272425200002,0.037703211517200005,16,16
2018-05-16T18:05:01,43,0.298137604457,0.053957103064099995,16,16
2018-05-16T18:35:02,38,0.322114936147,0.0358489727929,16,16
2018-05-16T19:05:08,44,0.335413621262,0.0396866002215,16,16
2018-05-16T19:35:02,46,0.40489409141599997,0.06965942028989999,16,16
2018-05-16T20:05:12,42,0.36539668508300005,0.0513640883978,16,16
2018-05-16T20:35:10,50,0.305125695217,0.045111234705199996,16,16
2018-05-16T21:04:56,48,8.30189585666,0.22603583426700002,16,16
2018-05-16T21:35:02,47,0.28407641196,0.0380404208195,16,16
2018-05-16T22:05:10,56,0.333214048673,0.063107300885,16,16
2018-05-16T22:35:00,43,0.654526815642,0.0913234636872,16,16
2018-05-16T23:05:07,45,0.32115550636400003,0.045176535694499996,16,16
2018-05-16T23:34:56,45,0.27161039687,0.0433627724986,16,16
2018-05-17T00:05:10,41,0.33559481808200003,0.056703969129,16,16
2018-05-17T00:35:37,48,0.27261029009300003,0.0366704980843,16,16
2018-05-17T01:05:13,44,0.297061936937,0.0423907657658,16,16
2018-05-17T01:35:15,40,0.334846281909,0.062974472808,16,16
2018-05-17T02:05:18,40,0.335931780366,0.052131447587399994,16,16
2018-05-17T02:35:27,44,0.267451327434,0.0412256637168,16,16
2018-05-17T03:05:06,45,0.335669477234,0.0507431141091,16,16
2018-05-17T03:35:31,43,0.268266849315,0.0451578082192,16,16
2018-05-17T04:04:59,50,0.337739253394,0.050734728506800005,16,16
2018-05-17T04:35:01,52,0.305901775805,0.06550166481690001,16,16
2018-05-17T05:05:05,47,0.268741685144,0.042464523281600004,16,16
2018-05-17T05:35:12,40,0.265292750415,0.0364117321527,16,16
2018-05-17T06:05:12,44,0.32540555555600004,0.0497988888889,16,16
2018-05-17T06:35:01,41,0.24216098378999998,0.035965902739,16,16
2018-05-17T07:05:03,49,0.280855715871,0.0504039955605,16,16
2018-05-17T07:35:09,46,0.260609080842,0.0421799557032,16,16
2018-05-17T08:04:55,47,0.270928331467,0.0466220604703,16,16
2018-05-17T08:34:48,49,0.24192805354199998,0.037465699944199994,16,16
2018-05-17T09:05:09,51,0.30179516748999996,0.050214168039500004,16,16
2018-05-17T09:35:10,45,0.285308717379,0.0354930594114,16,16
2018-05-17T10:05:06,45,0.318924276169,0.044793986637,16,16
2018-05-17T10:35:01,45,0.211378830084,0.0399632311978,16,16
2018-05-17T11:05:05,44,0.230585920177,0.0427184035477,16,16
2018-05-17T11:35:14,41,0.28890049751200003,0.053011055832,16,16
2018-05-17T12:04:58,44,0.279540919283,0.0522169282511,16,16
2018-05-17T12:35:12,46,0.273798235943,0.0388318632856,16,16
2018-05-17T13:05:01,40,0.267015651202,0.0443035215204,16,16
2018-05-17T13:35:03,54,0.23771254162,0.03837236404,16,16
2018-05-17T14:04:56,54,0.277994422755,0.053403234802,16,16
2018-05-17T14:34:59,51,0.302855241265,0.0453244592346,16,16
2018-05-17T15:05:00,44,0.27822820655200003,0.0474730705164,16,16
2018-05-17T15:34:59,49,0.268148415787,0.0417943301834,16,16
2018-05-17T16:04:58,48,0.307548638132,0.0489699833241,16,16
2018-05-17T16:34:48,43,0.27745500279499996,0.0490670765791,16,16
2018-05-17T17:04:58,45,0.29202320442,0.0416497237569,16,16
2018-05-17T17:34:56,49,0.307747497219,0.0475978865406,16,16
2018-05-17T18:04:55,44,0.28763368538100004,0.0520177876598,16,16
2018-05-17T18:34:52,42,0.22465442404000002,0.036184752365100006,16,16
2018-05-17T19:04:51,44,0.293183991106,0.0435091717621,16,16
2018-05-17T19:34:57,41,0.26621594684399996,0.0578377630122,16,16
2018-05-17T20:04:57,47,0.26171,0.0463466666667,16,16
2018-05-17T20:34:48,45,0.251075376884,0.045892797319899994,16,16
2018-05-17T21:05:08,41,0.27446043956,0.0525208791209,16,16
2018-05-17T21:34:56,43,8.21153579418,0.220383668904,16,16
2018-05-17T22:04:52,39,0.31435467706,0.06718875278400001,16,16
2018-05-17T22:35:02,47,0.27284079602000005,0.0512581536761,16,16
2018-05-17T23:04:58,46,0.282491648107,0.042245545657,16,16
2018-05-17T23:34:54,44,0.812873608018,0.0893268374165,16,16
2018-05-18T00:04:53,39,0.305017231795,0.06402334630350001,16,16
2018-05-18T00:34:54,48,0.295210438645,0.0375968906163,16,16
2018-05-18T01:04:58,42,0.26886197339199996,0.0440964523282,16,16
2018-05-18T01:34:56,43,0.27643159065600004,0.0490456062291,16,16
2018-05-18T02:04:54,41,0.28320355951099996,0.0481607341491,16,16
2018-05-18T02:34:49,43,0.271464623955,0.0480490250696,16,16
2018-05-18T03:04:49,52,0.237363888889,0.0483677777778,16,16
2018-05-18T03:34:49,44,0.22179388888899998,0.039955,16,16
2018-05-18T04:05:00,50,0.282263942573,0.0536300386527,16,16
2018-05-18T04:34:50,50,0.277181564246,0.0533776536313,16,16
2018-05-18T05:04:53,41,0.285973377704,0.0425102606767,16,16
2018-05-18T05:34:59,48,0.261225913621,0.0444335548173,16,16
2018-05-18T06:05:07,44,0.27427101769900003,0.0554004424779,16,16
2018-05-18T06:34:55,48,0.228406040268,0.036337807606299996,16,16
2018-05-18T07:05:07,43,0.32373068432700003,0.0509056291391,16,16
2018-05-18T07:35:41,45,0.305157033806,0.0397246455834,16,16
2018-05-18T08:04:58,43,0.348927717701,0.0501195219124,16,16
2018-05-18T08:34:52,47,0.272536231884,0.0358991081382,16,16
2018-05-18T09:04:50,49,0.372230812013,0.0483576195773,16,16
2018-05-18T09:35:10,46,0.316442307692,0.0383978021978,16,16
2018-05-18T10:05:10,44,0.360217777778,0.0440294444444,16,16
2018-05-18T10:34:56,48,0.32404087346,0.0381802911534,16,16
2018-05-18T11:04:56,38,0.255157777778,0.0432922222222,16,16
2018-05-18T11:34:53,45,0.24344351697299998,0.0521057317752,16,16
2018-05-18T12:04:56,39,0.272891846922,0.0515612867443,16,16
2018-05-18T12:35:11,41,0.245523415978,0.0377333333333,16,16
2018-05-18T13:05:03,41,0.33679408482100004,0.0396261160714,16,16
2018-05-18T13:34:52,48,0.31771380659599996,0.0406338736724,16,16
2018-05-18T14:05:10,42,0.340871837184,0.0530379537954,16,16
2018-05-18T14:35:11,46,0.300545252637,0.0470766240977,16,16
2018-05-18T15:04:46,48,0.318034366197,0.053516056337999995,16,16
2018-05-18T15:34:58,46,0.282517108168,0.041446467991200005,16,16
2018-05-18T16:04:58,46,0.330524444444,0.0511994444444,16,16
2018-05-18T16:34:56,45,0.24956507230299999,0.0516229143493,16,16
2018-05-18T17:04:51,58,0.26709303621200003,0.0480623955432,16,16
2018-05-18T17:34:53,42,0.214487791343,0.0493146503885,16,16
2018-05-18T18:04:44,46,0.278831937465,0.0552077051926,16,16
2018-05-18T18:34:55,49,0.19732026504699998,0.035215350635,16,16
2018-05-18T19:04:59,44,0.24840798226199998,0.049710643015499996,16,16
2018-05-18T19:34:48,42,0.228752375629,0.055894354387900004,16,16
2018-05-18T20:04:56,44,0.275788163717,0.0469756637168,16,16
2018-05-18T20:34:49,42,0.795252649191,0.0817194645845,16,16
2018-05-18T21:05:07,41,8.06761991199,0.232144114411,16,16
2018-05-18T21:34:49,45,0.205990460157,0.034081369248,16,16
2018-05-18T22:04:54,40,0.261336288089,0.0650038781163,16,16
2018-05-18T22:34:45,41,0.26137576772800003,0.0519039642658,16,16
2018-05-18T23:04:49,46,0.23225055432400002,0.0446297117517,16,16
2018-05-18T23:34:45,41,0.237924276169,0.0517143652561,16,16
2018-05-19T00:04:48,43,0.284368479467,0.0618956714761,16,16
2018-05-19T00:35:08,44,0.181291208791,0.037943956044,16,16
2018-05-19T01:04:49,59,0.252402582819,0.0483503649635,16,16
2018-05-19T01:34:54,46,0.208585595568,0.051084764542899994,16,16
2018-05-19T02:04:50,47,0.234554008909,0.048915367483300005,16,16
2018-05-19T02:34:47,42,0.19624930439600002,0.0488842515303,16,16
2018-05-19T03:04:50,42,0.220535219079,0.0476738768719,16,16
2018-05-19T03:34:48,41,0.195748053393,0.0407675194661,16,16
2018-05-19T04:04:52,48,0.218833148559,0.0497039911308,16,16
2018-05-19T04:34:43,42,0.203972082635,0.049590731435,16,16
2018-05-19T05:04:56,43,0.207706563707,0.0439509100938,16,16
2018-05-19T05:34:50,44,0.228901337793,0.0446371237458,16,16
2018-05-19T06:04:55,44,0.222175623269,0.0588659279778,16,16
2018-05-19T06:34:51,49,0.17141091313999998,0.035688752784,16,16
2018-05-19T07:05:09,48,0.21099339934,0.0499862486249,16,16
2018-05-19T07:35:02,39,0.21162018962600002,0.0476965978806,16,16
2018-05-19T08:04:55,47,0.223559955382,0.052305633017300006,16,16
2018-05-19T08:34:56,42,0.172510827318,0.0361332593004,16,16
2018-05-19T09:04:50,47,0.21954347826099999,0.045768673355600004,16,16
2018-05-19T09:34:51,40,0.179675180455,0.0353164908384,16,16
2018-05-19T10:04:49,39,0.210843715239,0.0462107897664,16,16
2018-05-19T10:34:53,42,0.201403547672,0.0456175166297,16,16
2018-05-19T11:04:51,51,0.20846885428300002,0.045882091212500004,16,16
2018-05-19T11:34:58,43,0.21745932484799999,0.0467969009408,16,16
2018-05-19T12:04:50,44,0.213665736607,0.0455005580357,16,16
2018-05-19T12:34:49,43,0.20309171762099998,0.0379816564758,16,16
2018-05-19T13:04:57,41,0.199523783186,0.0420857300885,16,16
2018-05-19T13:35:05,45,0.19764084117300001,0.0454537908135,16,16
2018-05-19T14:04:52,43,0.216367655288,0.0541326245104,16,16
2018-05-19T14:34:51,49,0.18081322957200002,0.0409460811562,16,16
2018-05-19T15:04:55,47,0.209234478936,0.0429456762749,16,16
2018-05-19T15:34:58,42,0.180157515252,0.041460343871299994,16,16
2018-05-19T16:04:50,44,0.212166294643,0.0546138392857,16,16
2018-05-19T16:34:56,48,0.224633444075,0.0598887043189,16,16
2018-05-19T17:04:54,41,0.201012791991,0.0456073414905,16,16
2018-05-19T17:34:50,42,0.17919599109099998,0.037457126948800004,16,16
2018-05-19T18:05:02,51,0.210664459161,0.0501909492274,16,16
2018-05-19T18:34:56,47,0.17989409141600002,0.0342056856187,16,16
2018-05-19T19:04:55,46,0.248764313508,0.0498165647582,16,16
2018-05-19T19:34:46,38,0.792210496929,0.0996828587381,16,16
2018-05-19T20:04:47,42,0.23850416435299998,0.056537479178200005,16,16
2018-05-19T20:34:52,51,0.18699778393400002,0.042634903047100006,16,16
2018-05-19T21:04:52,43,0.21823777777800002,0.0433077777778,16,16
2018-05-19T21:34:58,46,0.174612403101,0.034888704318899996,16,16
2018-05-19T22:04:55,44,0.240468002226,0.0635236505287,16,16
2018-05-19T22:34:47,45,0.23272879464299998,0.0598152901786,16,16
2018-05-19T23:04:51,48,0.22611086474499997,0.048907427937900004,16,16
2018-05-19T23:34:56,47,0.18379778393399998,0.0448343490305,16,16
2018-05-20T00:04:51,47,0.20318551532,0.058274094707499995,16,16
2018-05-20T00:35:03,45,0.204856512141,0.0361782560706,16,16
2018-05-20T01:05:02,46,0.256780989439,0.046201778766,16,16
2018-05-20T01:34:53,44,0.218806811837,0.0630798436628,16,16
2018-05-20T02:05:05,40,0.22563465783699999,0.0535242825607,16,16
2018-05-20T02:34:55,44,0.182168156425,0.0398916201117,16,16
2018-05-20T03:04:52,43,0.20257985531400002,0.0423316638843,16,16
2018-05-20T03:34:52,43,0.18942555555600002,0.0395166666667,16,16
2018-05-20T04:04:46,43,0.207302118172,0.053227982162799996,16,16
2018-05-20T04:34:53,49,0.221860542335,0.0601543995573,16,16
2018-05-20T05:04:51,51,0.195493882091,0.0452374860957,16,16
2018-05-20T05:34:43,40,0.19554073660700003,0.042456473214299996,16,16
2018-05-20T06:04:49,44,0.19501882613500002,0.044919712070899995,16,16
2018-05-20T06:34:49,42,0.175681666667,0.036981666666700004,16,16
2018-05-20T07:04:56,45,0.202040951854,0.048596568898699996,16,16
2018-05-20T07:34:58,39,0.17150554939,0.036408990011100005,16,16
2018-05-20T08:04:49,43,0.23938246789499998,0.060773310999400004,16,16
2018-05-20T08:34:48,45,0.167992773763,0.0351117287382,16,16
2018-05-20T09:04:55,45,0.20234034311,0.0408693967903,16,16
2018-05-20T09:34:51,44,0.184785634744,0.0338262806236,16,16
2018-05-20T10:04:39,41,0.212510626398,0.044738255033599995,16,16
2018-05-20T10:35:09,42,0.16951147541,0.040244808743199995,16,16
2018-05-20T11:04:49,40,0.233699438202,0.0568573033708,16,16
2018-05-20T11:34:57,46,0.168538163717,0.0366946902655,16,16
2018-05-20T12:04:57,44,0.25943,0.0502827777778,16,16
2018-05-20T12:34:52,42,0.179984958217,0.034603899721399996,16,16
2018-05-20T13:04:57,42,0.22698116343500002,0.0407545706371,16,16
2018-05-20T13:34:49,45,0.17251339285700001,0.0382840401786,16,16
2018-05-20T14:05:04,43,0.23502865013799998,0.061668870523400005,16,16
2018-05-20T14:34:50,47,0.167255462185,0.035230252100800004,16,16
2018-05-20T15:04:53,40,0.206516916251,0.04126067665,16,16
2018-05-20T15:34:38,42,0.166619607843,0.0383949579832,16,16
2018-05-20T16:04:58,48,0.24295824175800002,0.0496752747253,16,16
2018-05-20T16:34:55,45,0.31842404006700004,0.0588007790762,16,16
2018-05-20T17:04:49,40,0.346955964326,0.0572630992196,16,16
2018-05-20T17:35:01,50,0.26268818984500003,0.0355750551876,16,16
2018-05-20T18:04:48,51,0.300179071069,0.049442641298300005,16,16
2018-05-20T18:34:59,42,0.281378244064,0.036346217559400006,16,16
2018-05-20T19:04:54,43,0.30946462395499996,0.0394796657382,16,16
2018-05-20T19:34:41,43,0.330179630666,0.0628668158926,16,16
2018-05-20T20:04:52,45,0.876438431806,0.0973892876864,16,16
2018-05-20T20:34:46,39,0.28792642140499997,0.0396248606466,16,16
2018-05-20T21:04:48,45,8.22003940067,0.21672142064400002,16,16
2018-05-20T21:34:46,38,0.23311679644,0.0353058954394,16,16
2018-05-20T22:04:48,43,0.30532463929,0.061884572697000005,16,16
2018-05-20T22:34:48,48,0.261217222222,0.0534588888889,16,16
2018-05-20T23:04:47,39,0.303976653696,0.0572429127293,16,16
2018-05-20T23:34:50,37,0.235681641708,0.0382163061564,16,16
2018-05-21T00:04:57,43,0.28124737133399996,0.054184836746000005,16,16
2018-05-21T00:35:19,38,0.280279363337,0.0379879253568,16,16
2018-05-21T01:05:02,40,0.301449242849,0.0413578238923,16,16
2018-05-21T01:35:23,41,0.287192202087,0.0542520593081,16,16
2018-05-21T02:04:59,44,0.315402027027,0.0624211711712,16,16
2018-05-21T02:34:51,42,0.275724888393,0.038974888392899996,16,16
2018-05-21T03:04:59,47,0.248191371681,0.0408849557522,16,16
2018-05-21T03:34:58,39,0.161734852696,0.0376948304614,16,16
2018-05-21T04:04:49,40,0.25898101619200004,0.0545566722501,16,16
2018-05-21T04:34:49,42,0.238298888889,0.056931666666700007,16,16
2018-05-21T05:05:14,44,0.255599452055,0.0562328767123,16,16
2018-05-21T05:34:52,45,0.253060179978,0.0378025871766,16,16
2018-05-21T06:05:10,43,0.240732123212,0.0462431243124,16,16
2018-05-21T06:35:02,44,0.244974888393,0.03737890625,16,16
2018-05-21T07:05:01,46,0.24188048916100002,0.0499010561423,16,16
2018-05-21T07:35:24,41,0.331573779484,0.0419149753154,16,16
2018-05-21T08:05:09,41,0.30084257703100004,0.0454963585434,16,16
2018-05-21T08:34:59,42,0.378018435754,0.0431100558659,16,16
2018-05-21T09:05:01,42,0.30864372919,0.0423751387347,16,16
2018-05-21T09:34:56,56,0.234218941504,0.0419582172702,16,16
2018-05-21T10:05:04,43,0.30231194690299995,0.0472129424779,16,16
2018-05-21T10:34:59,42,0.342147075209,0.0405431754875,16,16
2018-05-21T11:04:52,48,0.381924707195,0.050945900725,16,16
2018-05-21T11:34:58,41,0.316122923588,0.0475393133998,16,16
2018-05-21T12:04:57,49,0.277600889383,0.045942190105599995,16,16
2018-05-21T12:34:52,42,0.296500835655,0.04077270194989999,16,16
2018-05-21T13:05:04,45,0.32132395143500003,0.0422229580574,16,16
2018-05-21T13:34:54,44,0.29432402234599997,0.0375726256983,16,16
2018-05-21T14:04:57,38,0.34194065446500005,0.0591259012757,16,16
2018-05-21T14:34:56,40,0.315884380211,0.0427787659811,16,16
2018-05-21T15:05:00,39,0.266225055432,0.0402001108647,16,16
2018-05-21T15:34:54,40,0.29915560513100004,0.042015616285599994,16,16
2018-05-21T16:04:59,52,0.322222714681,0.048459279778400005,16,16
2018-05-21T16:34:52,45,0.317417177914,0.0513045175683,16,16
2018-05-21T17:04:51,44,0.286846496107,0.0520083426029,16,16
2018-05-21T17:34:52,46,0.301534147696,0.0428606329817,16,16
2018-05-21T18:04:51,45,0.291366314619,0.0432829349639,16,16
2018-05-21T18:34:44,42,0.29508644729500005,0.0372738427217,16,16
2018-05-21T19:04:58,46,0.301372105843,0.045802646086,16,16
2018-05-21T19:34:53,44,0.29777047353799996,0.06969582172699999,16,16
2018-05-21T20:04:53,43,0.632648333333,0.07839499999999999,16,16
2018-05-21T20:34:53,40,8.214713888890001,0.22049222222200002,16,16
2018-05-21T21:04:54,44,0.316081621321,0.285874514159,16,16
2018-05-21T21:34:53,44,0.27198165647600003,0.035793774319100004,16,16
2018-05-21T22:04:50,44,0.334138007791,0.0635815247635,16,16
2018-05-21T22:34:51,46,0.299529150472,0.0512570794003,16,16
2018-05-21T23:04:49,45,0.315898220245,0.0538420467186,16,16
2018-05-21T23:34:51,47,0.27071032186500005,0.046890122086600004,16,16
2018-05-22T00:05:01,50,0.421485082873,0.051923204419900004,16,16
2018-05-22T00:35:02,46,0.39337146030000003,0.0373942254303,16,16
2018-05-22T01:05:10,52,0.399226769912,0.0467134955752,16,16
2018-05-22T01:35:08,54,0.380236929922,0.052286429366,16,16
2018-05-22T02:05:18,44,0.43930552486200003,0.0553983425414,16,16
2018-05-22T02:35:04,45,0.379272116461,0.0419507278835,16,16
2018-05-22T03:05:02,39,0.39012013348200003,0.042265294772,16,16
2018-05-22T04:04:56,43,0.380503895381,0.036378964941600006,16,16
2018-05-22T04:35:00,41,0.382766629712,0.0554018847007,16,16
2018-05-22T05:04:55,52,0.401285793872,0.0514662952646,16,16
2018-05-22T05:35:25,42,0.385024043716,0.044032786885199994,16,16
2018-05-22T06:05:05,48,0.390048876404,0.0494247191011,16,16
2018-05-22T06:35:10,42,0.349652631579,0.0363229916898,16,16
2018-05-22T07:05:23,50,0.39560672917800005,0.0465394373966,16,16
2018-05-22T07:35:13,47,0.361734078212,0.0416888268156,16,16
2018-05-22T08:05:10,44,0.431711185309,0.055900389538100004,16,16
2018-05-22T08:35:09,41,0.30614730405799995,0.0372651473041,16,16
2018-05-22T09:04:57,45,0.388319910515,0.0398836689038,16,16
2018-05-22T09:35:02,40,0.297220498615,0.0353595567867,16,16
2018-05-22T10:05:13,44,0.360561016013,0.0443672004417,16,16
2018-05-22T10:35:04,45,0.29042378559500004,0.038037409268600005,16,16
2018-05-22T11:05:19,42,0.348274380165,0.0545818181818,16,16
2018-05-22T11:35:03,41,0.289815022422,0.0434355381166,16,16
2018-05-22T12:05:02,53,0.30119399666499996,0.046757643135099995,16,16
2018-05-22T12:35:18,40,0.31679019823800003,0.037182268722499995,16,16
2018-05-22T13:05:20,50,0.328406215316,0.0429711431743,16,16
2018-05-22T13:35:10,48,0.314236871508,0.036089385474899996,16,16
2018-05-22T14:05:03,43,0.348282208589,0.0632933630786,16,16
2018-05-22T14:35:06,42,0.28898890737699995,0.037463117027199996,16,16
2018-05-22T15:05:08,42,0.30458712541599997,0.0407974472808,16,16
2018-05-22T15:35:26,48,0.28052310231,0.0400528052805,16,16
2018-05-22T16:04:59,47,0.300948110547,0.0469137055838,16,16
2018-05-22T16:35:18,40,0.243734469489,0.0554986256185,16,16
2018-05-22T17:05:06,45,0.253335011186,0.0517852348993,16,16
2018-05-22T17:35:07,44,0.20340866185499998,0.0375607995558,16,16
2018-05-22T18:04:58,46,0.255036850921,0.0451769960916,16,16
2018-05-22T18:35:07,37,0.23811995577700001,0.0370779436153,16,16
2018-05-22T19:05:07,43,0.22022055555599998,0.0389616666667,16,16
2018-05-22T19:35:02,39,0.25149916434499997,0.060071309192199995,16,16
2018-05-22T20:05:13,41,0.599652125897,0.32006294864699997,16,16
2018-05-22T20:35:09,48,8.143666481070001,0.228125278396,16,16
2018-05-22T21:05:10,48,0.269696279845,0.0453625763465,16,16
2018-05-22T21:34:57,47,0.2126345831,0.0360268606603,16,16
2018-05-22T22:04:59,42,0.255107658158,0.055646503884600004,16,16
2018-05-22T22:35:01,46,0.253146503885,0.0558690344062,16,16
2018-05-22T23:04:58,43,0.254080133556,0.055706176961600004,16,16
2018-05-22T23:35:06,49,0.240390149419,0.0419950193691,16,16
2018-05-23T00:05:03,41,0.38009181969899997,0.0514808013356,16,16
2018-05-23T00:35:36,45,0.347464811784,0.0359858156028,16,16
2018-05-23T01:05:12,44,0.370364507042,0.0391498591549,16,16
2018-05-23T01:35:10,43,0.38527363737500003,0.0551729699666,16,16
2018-05-23T02:05:23,44,0.410265306122,0.061537782680600006,16,16
2018-05-23T02:35:20,44,0.355221480245,0.040910406232600005,16,16
2018-05-23T03:04:59,42,0.350482855537,0.0442838673412,16,16
2018-05-23T03:34:58,47,0.384684824903,0.039885491940000004,16,16
2018-05-23T04:05:04,45,0.376779069767,0.0428211517165,16,16
2018-05-23T04:35:02,42,0.38080756396,0.0559816462736,16,16
2018-05-23T05:05:06,43,0.376390798226,0.054226718403500004,16,16
2018-05-23T05:35:07,47,0.337773459189,0.0431854525264,16,16
2018-05-23T06:05:02,41,0.350801114206,0.044791086350999994,16,16
2018-05-23T06:35:04,40,0.290295782464,0.0366570477248,16,16
2018-05-23T07:05:18,41,0.36696912899699996,0.0478759647189,16,16
2018-05-23T07:35:13,52,0.356226740947,0.039769916434499994,16,16
2018-05-23T08:05:00,48,0.33009233352,0.053633463906,16,16
2018-05-23T08:35:04,40,0.33134811529900005,0.034052660753899996,16,16
2018-05-23T09:05:14,48,0.34538232044199996,0.041259668508300006,16,16
