time,cpu
1530449641,4
1530451421,4
1530453232,4
1530455029,4
1530456832,4
1530458605,4
1530460412,4
1530462203,4
1530463992,4
1530465796,4
1530467635,4
1530469389,4
1530471197,4
1530472992,4
1530474812,4
1530476626,4
1530478411,4
1530480240,4
1530482016,4
1530483812,5
1530485653,4
1530487467,4
1530489279,4
1530491022,4
1530492900,4
1530494665,4
1530496425,4
1530498260,4
1530500154,5
1530501814,4
1530503618,4
1530507244,4
1530509056,4
1530510850,4
1530512675,4
1530514519,4
1530516427,4
1530518121,4
1530519840,4
1530521750,4
1530523564,4
1530525265,4
1530528130,4
1530528973,4
1530530673,10
1530532459,11
1530534832,18
1530536360,27
1530537919,26
1530539706,34
1530541468,42
1530543255,50
1530545564,43
1530547257,38
1530548877,28
1530550472,29
1530552319,32
1530554086,36
1530556146,30
1530557688,33
1530559450,28
1530561289,29
1530563076,26
1530565062,27
1530566732,25
1530568500,15
1530570241,14
1530572049,11
1530573884,13
1530575652,12
1530577905,12
1530579490,15
1530581101,15
1530582889,12
1530584689,12
1530586973,16
1530588422,14
1530590012,13
1530591837,12
1530593640,12
1530595488,13
1530597251,10
1530600985,9
1530602716,9
1530604495,9
1530606285,8
1530609875,7
1530611637,6
1530613513,6
1530617142,11
1530618957,12
1530620789,17
1530622600,27
1530624430,32
1530626169,37
1530627988,34
1530629659,37
1530631437,41
1530633259,41
1530635228,43
1530636854,48
1530638684,40
1530640561,42
1530642337,40
1530644306,41
1530645860,33
1530647679,33
1530650403,31
1530651319,27
1530653057,27
1530654874,28
1530656653,14
1530658435,12
1530660228,11
1530662250,11
1530663856,11
1530665685,11
1530667518,10
1530669376,9
1530671138,6
1530672861,5
1530674705,4
1530676477,5
1530678253,5
1530680080,5
1530681846,4
1530683687,4
1530685499,4
1530687281,4
1530689048,4
1530690972,4
1530692613,4
1530694623,4
1530696305,4
1530698068,4
1530699839,4
1530701702,4
1530703777,4
1530705377,4
1530708208,4
1530709284,4
1530710621,4
1530712586,4
1530714367,5
1530716183,5
1530718001,4
1530719772,5
1530721580,5
1530723306,10
1530725095,10
1530726880,11
1530728841,18
1530730550,19
1530732531,18
1530734181,25
1530735889,38
1530737684,52
1530739474,54
1530741312,54
1530743079,55
1530744866,49
1530746750,46
1530748460,47
1530750275,49
1530752111,49
1530753965,47
1530755689,46
1530757449,43
1530759248,39
1530761047,37
1530762937,33
1530764740,16
1530766520,11
1530768262,10
1530770074,9
1530771941,8
1530777323,6
1530779373,4
1530781103,4
1530782817,4
1530784577,4
1530786388,4
1530788211,8
1530790089,11
1530791758,14
1530793976,15
1530795604,18
1530797157,21
1530798936,41
1530800889,41
1530802881,47
1530804400,50
1530806175,50
1530808040,50
1530809865,49
1530811494,37
1530813245,39
1530815038,38
1530816835,38
1530818725,38
1530820596,38
1530822287,38
1530824106,39
1530825887,41
1530827728,39
1530829495,37
1530831308,36
1530833126,37
1530834951,36
1530836729,39
1530838499,35
1530840307,31
1530842099,20
1530843898,16
1530845654,12
1530847464,11
1530849237,16
1530851027,26
1530852856,37
1530854671,40
1530856724,37
1530858354,37
1530860430,22
1530862113,25
1530863764,21
1530865490,14
1530867423,12
1530869219,11
1530871088,12
1530873009,11
1530874841,11
1530876351,11
1530878192,12
1530879907,17
1530881780,16
1530883511,14
1530885294,12
1530887074,12
1530888843,14
1530890661,13
1530892439,14
1530894320,13
1530896147,12
1530897865,11
1530899733,13
1530901434,16
1530903262,16
1530905266,16
1530906949,17
1530908737,20
1530910459,20
1530912261,16
1530914194,25
1530915886,26
1530917673,17
1530919547,16
1530921285,15
1530923082,17
1530924958,13
1530926668,15
1530928446,13
1530930336,12
1530932072,13
1530933881,14
1530935722,13
1530937490,15
1530941082,15
1530942893,17
1530944669,18
1530946473,13
1530948296,13
1530950085,15
1530951962,13
1530953756,11
1530955569,14
1530957343,13
1530959148,14
1530960887,22
1530962748,13
1530964496,12
1530966324,13
1530968075,12
1530969874,12
1530971704,13
1530973466,13
1530975313,12
1530977042,13
1530978862,15
1530980641,13
1530982430,13
1530984281,13
1530986025,17
1530987857,13
1530989637,12
1530991431,14
1530993251,13
1530995043,12
1530996853,13
1530998647,13
1531000438,13
1531002254,14
1531004034,13
1531005847,12
1531007655,16
1531009452,16
1531011347,13
1531013097,12
1531014879,10
1531016655,9
1531018461,10
1531020231,9
1531022036,12
1531023829,13
1531025621,14
1531027418,16
1531029223,28
1531031091,19
1531032843,18
1531034699,20
1531036498,17
1531038264,14
1531040070,13
1531041875,13
1531043652,13
1531045492,11
1531047263,10
1531049094,9
1531050858,9
1531052674,9
1531054454,8
1531056303,7
1531059842,5
1531061648,5
1531063428,5
1531065250,4
1531067008,4
1531068857,4
1531070661,4
1531072457,4
1531074251,4
1531076074,4
1531077913,4
1531079689,4
1531081462,4
1531083240,4
1531085063,4
1531086882,4
1531088651,4
1531094072,4
1531095829,4
1531097660,4
1531099464,4
1531101226,4
1531103045,4
1531104849,4
1531106704,10
1531108498,11
1531110260,11
1531112064,11
1531113861,17
1531115656,35
1531117515,21
1531119361,13
1531121260,13
1531122964,14
1531124672,18
1531126782,15
1531128357,14
1531130119,14
1531131970,13
1531133732,14
1531135623,13
1531137360,10
1531139155,15
1531140995,17
1531142708,15
1531144496,13
1531146259,13
1531148052,12
1531149856,11
1531151634,11
1531153453,10
1531155242,10
1531157040,10
1531158922,8
1531160683,7
1531162511,6
1531164318,6
1531166136,6
1531167934,5
1531169819,4
1531171487,4
1531173302,4
1531175054,4
1531176887,4
1531178680,4
1531180458,4
1531182329,4
1531184175,4
1531185891,4
1531187679,4
1531189549,5
1531191271,16
1531193067,20
1531194874,22
1531196724,14
1531198486,13
1531200355,13
1531202251,12
1531204030,13
1531205831,13
1531207638,12
1531209414,12
1531211247,15
1531212944,17
1531214764,15
1531216575,17
1531218375,14
1531220225,13
1531221932,13
1531223926,12
1531225666,11
1531227478,12
1531229275,9
1531231033,8
1531233025,7
1531234548,6
1531236325,6
1531238176,5
1531239908,5
1531241692,4
1531243600,4
1531245584,10
1531247094,10
1531248904,10
1531250740,13
1531252527,14
1531254333,15
1531256196,19
1531257914,20
1531259696,24
1531261485,26
1531263267,25
1531265066,32
1531266858,47
1531268857,54
1531270503,55
1531272305,55
1531274074,55
1531275876,53
1531277645,54
1531279490,60
1531281296,61
1531283065,61
1531284872,62
1531286801,63
1531288466,62
1531290346,61
1531292211,60
1531294032,55
1531296027,41
1531297706,40
1531299375,41
1531301170,32
1531303012,7
1531304857,4
1531306783,4
1531308410,4
1531310112,4
1531312089,4
1531313797,4
1531315548,4
1531317327,4
1531319313,4
1531320999,4
1531322749,4
1531324572,4
1531326586,4
1531328102,4
1531329942,4
1531332138,4
1531333635,4
1531335303,4
1531337119,4
1531338996,4
1531340787,4
1531342496,4
1531344352,4
1531346172,4
1531347891,4
1531349739,4
1531351513,4
1531353298,4
1531355263,4
1531356975,4
1531358771,4
1531360553,4
1531362403,10
1531364254,10
1531365984,9
1531367718,10
1531369489,10
1531371311,12
1531373122,20
1531375048,45
1531376842,55
1531378726,61
1531380439,62
1531382342,62
1531383977,63
1531385769,63
1531387622,63
1531389542,61
1531391223,54
1531393201,53
1531394783,34
1531396851,20
1531398443,17
1531400185,19
1531402085,20
1531403773,20
1531405605,21
1531407338,20
1531409111,22
1531410915,22
1531412715,22
1531414590,26
1531416324,27
1531418107,23
1531419917,26
1531421722,30
1531423520,32
1531425302,32
1531427123,32
1531428933,32
1531430714,31
1531432623,34
1531434303,36
1531436095,40
1531437925,47
1531439653,38
1531441539,31
1531443363,30
1531445126,32
1531447154,30
1531448817,33
1531450605,32
1531452299,27
1531454086,16
1531455950,9
1531457710,9
1531459591,8
1531461305,10
1531463179,11
1531464936,10
1531467001,11
1531468595,11
1531470395,10
1531472160,8
1531474063,7
1531475893,7
1531477642,5
1531479410,4
1531481159,4
1531482997,4
1531484851,4
1531486600,4
1531488356,4
1531490209,4
1531492025,4
1531493736,4
1531495878,4
1531497433,4
1531499152,4
1531501067,4
1531502703,4
1531504555,4
1531506429,4
1531508315,4
1531509867,4
1531511677,4
1531513492,4
1531515454,4
1531517100,4
1531518924,4
1531520746,3
1531522491,4
1531524330,4
1531526179,4
1531527950,4
1531529712,4
1531531481,4
1531533365,4
1531535150,4
1531536881,4
1531538672,4
1531540496,4
1531542551,4
1531544119,4
1531545936,4
1531547712,4
1531549522,4
1531551303,4
1531553112,4
1531554954,4
1531556667,4
1531558508,4
1531560408,4
1531562111,4
1531563871,4
1531565687,4
1531567535,4
1531569337,4
1531571419,4
1531572923,4
1531574694,4
1531576510,4
1531578338,4
1531580127,4
1531581939,4
1531583765,4
1531585570,4
1531587294,4
1531589101,4
1531590886,4
1531592815,4
1531594479,4
1531596341,4
1531598085,4
1531599856,4
1531601683,4
1531603484,4
1531605331,4
1531607075,4
1531608891,3
1531610654,4
1531612580,4
1531614330,4
1531616121,4
1531617868,4
1531621546,4
1531623240,4
1531626050,4
1531627136,4
1531628672,9
1531630484,9
1531632231,10
1531635947,10
1531637683,14
1531639533,15
1531641332,23
1531643051,33
1531644858,29
1531646717,25
1531648744,25
1531650256,26
1531652192,21
1531653877,16
1531655662,15
1531657547,18
1531659314,20
1531661082,19
1531662934,23
1531664710,25
1531666441,21
1531670066,29
1531671918,31
1531673697,32
1531675460,31
1531677327,31
1531679219,36
1531682689,37
1531684503,36
1531686295,33
1531688085,36
1531689920,38
1531691686,37
1531693449,36
1531695292,37
1531697084,37
1531698874,37
1531700733,28
1531702517,25
1531704300,30
1531706119,35
1531707950,35
1531710835,33
1531711568,32
1531713275,31
1531715178,26
1531718178,35
1531718739,38
1531720580,43
1531722378,49
1531724176,50
1531726080,49
1531727949,53
1531729554,55
1531732457,61
1531733634,67
1531735079,64
1531736845,55
1531738608,50
1531740388,40
1531742200,29
1531743996,27
1531747044,26
1531747634,27
1531749325,26
1531751134,26
1531752945,27
1531754745,26
1531756557,20
1531758401,19
1531760153,23
1531761962,22
1531763759,19
1531765546,19
1531767315,20
1531769136,24
1531770994,25
1531772791,27
1531774564,30
1531776388,35
1531778159,38
1531780116,42
1531781826,43
1531783487,37
1531785385,36
1531787161,37
1531788979,41
1531790776,32
1531792540,30
1531794371,21
1531796230,19
1531797907,14
1531799699,16
1531801603,20
1531803347,20
1531808761,29
1531814161,36
1531877422,27
1531895346,35
1531896983,38
1531898843,43
1531900570,42
1531902318,43
1531904174,43
1531906004,42
1531907868,34
1531909822,35
1531911424,31
1531913192,32
1531915364,30
1531917140,23
1531918806,20
1531920372,22
1531922363,24
1531924003,24
1531925740,21
1531927624,24
1531929573,25
1531931260,26
1531932914,24
1531934692,28
1531936530,29
1531938383,33
1531940061,35
1531942049,42
1531943709,47
1531945537,43
1531947374,41
1531949256,41
1531950945,41
1531952731,46
1531954583,50
1531956301,49
1531958143,50
1531959979,48
1531961789,50
1531963619,42
1531965440,42
1531969047,44
1531970737,43
1531972522,39
1531974310,32
1531976106,35
1531977996,31
1531979788,29
1531981536,26
1531983365,24
1531985279,25
1531987179,24
1531988871,29
1531990529,33
1531992347,36
1531994132,46
1531997881,48
1531999751,47
1532003325,35
1532004993,26
1532006885,30
1532008925,30
1532010342,31
1532012184,30
1532013979,31
1532017568,29
1532019472,28
1532021131,28
1532023046,31
1532024756,25
1532026471,26
1532028508,24
1532030263,21
1532031956,23
1532033812,26
1532035721,28
1532037374,27
1532039229,31
1532041002,30
1532042760,31
1532044517,31
1532046304,26
1532048196,26
1532049922,26
1532051714,25
1532053579,27
1532055318,33
1532057089,32
1532058880,39
1532060765,41
1532062508,41
1532064452,41
1532066200,38
1532067990,37
1532069720,37
1532071604,37
1532073419,36
1532075192,31
1532077066,33
1532078794,30
1532080658,31
1532082385,27
1532084210,27
1532086063,26
1532087739,25
1532089594,27
1532091356,22
1532093130,19
1532094944,24
1532096722,27
1532098594,27
1532100338,26
1532102107,26
1532103908,25
1532105732,26
1532107597,31
1532109292,31
1532111168,32
1532112949,37
1532114694,37
1532116518,33
1532118285,33
1532120116,31
1532121969,31
1532123694,35
1532125526,31
1532127335,27
1532129104,27
1532130925,29
1532132703,32
1532134590,33
1532136331,27
1532138128,22
1532139966,21
1532141716,21
1532143493,22
1532145285,21
1532147172,24
1532148875,26
1532150703,28
1532152536,31
1532154297,31
1532156116,36
1532157922,34
1532159802,42
1532161486,44
1532163301,43
1532165124,42
1532166899,42
1532168724,42
1532170633,39
1532172316,32
1532174130,27
1532175927,25
1532177727,26
1532179582,31
1532181293,32
1532183175,31
1532184915,27
1532186690,21
1532188536,25
1532190329,30
1532192130,32
1532194044,27
1532195727,29
1532197522,31
1532199295,30
1532201127,28
1532202911,31
1532204727,34
1532206646,37
1532208388,34
1532211892,34
1532213730,32
1532215478,33
1532217338,33
1532219191,32
1532220968,32
1532222786,36
1532224527,38
1532226363,43
1532228113,47
1532229869,47
1532231754,45
1532233507,43
1532235282,42
1532237075,45
1532238894,45
1532240693,42
1532242500,37
1532244406,26
1532246109,24
1532247918,24
1532249708,21
1532251501,20
1532253380,17
1532255116,12
1532257032,13
1532258700,12
1532260502,11
1532262293,14
1532264080,11
1532265884,10
1532267673,7
1532269518,6
1532271303,5
1532273117,5
1532274891,4
1532276691,4
1532278476,4
1532280267,4
1532282181,4
1532283890,4
1532285676,4
1532287494,4
1532289291,4
1532291109,4
1532292915,4
1532294772,4
1532296494,4
1532298291,4
1532300107,4
1532301884,4
1532303734,4
1532305509,4
1532307428,4
1532309153,4
1532310924,4
1532312792,4
1532314530,4
1532318133,9
1532320020,9
1532321716,9
1532323996,9
1532325355,9
1532327107,9
1532329006,9
1532331182,29
1532332635,42
1532334395,48
1532336138,50
1532337926,53
1532339710,58
1532341562,64
1532343449,70
1532345196,72
1532346991,72
1532348784,70
1532350595,69
1532352398,66
1532354127,58
1532356021,52
1532357783,50
1532361345,47
1532364927,45
1532366718,38
1532368606,34
1532372150,15
1532373949,20
1532375769,20
1532377542,20
1532379445,20
1532381139,20
1532382923,20
1532384693,20
1532386512,20
1532388418,20
1532390119,21
1532391992,29
1532393819,31
1532395514,31
1532397323,38
1532399210,48
1532400911,52
1532402734,54
1532404601,51
1532406445,48
1532408141,50
1532409957,51
1532411782,55
1532413700,51
1532415477,43
1532417653,42
1532419049,42
1532420841,42
1532422688,41
1532428013,16
1532429795,11
1532431721,10
1532433479,8
1532435546,7
1532437280,7
1532439073,6
1532440602,6
1532442328,6
1532444401,7
1532446025,6
1532447727,9
1532449568,11
1532451426,10
1532453174,9
1532455043,9
1532456780,10
1532458579,10
1532460450,17
1532462411,26
1532463986,31
1532465791,40
1532467679,43
1532469502,43
1532471220,42
1532473193,41
1532474777,37
1532476584,36
1532478376,36
1532480209,30
1532482107,29
1532483797,24
1532485657,22
1532487409,22
1532489242,25
1532491049,25
1532492847,26
1532494556,26
1532496352,25
1532498242,26
1532500085,22
1532502106,20
1532504108,10
1532505445,9
1532507336,13
1532511114,7
1532512873,7
1532514492,7
1532516337,8
1532518536,8
1532520115,9
1532521688,9
1532523480,8
1532525458,8
1532529108,7
1532530657,7
1532532397,5
1532534210,4
1532536045,4
1532539745,4
1532541437,4
1532543228,4
1532544984,4
1532547119,4
1532548744,4
1532552206,5
1532553975,4
1532555789,4
1532557598,10
1532559436,9
1532561211,9
1532562997,9
1532564790,9
1532566641,9
1532568573,9
1532570488,19
1532571985,28
1532573847,36
1532575533,36
1532577330,48
1532579241,56
1532580955,55
1532584611,61
1532586333,64
1532588144,59
1532590020,57
1532591820,52
1532595867,45
1532597372,35
1532599147,27
1532601126,26
1532602716,24
1532604405,25
1532606245,26
1532608069,26
1532609981,29
1532611925,25
1532613485,15
1532615239,13
1532617056,16
1532618789,21
1532620578,24
1532622420,26
1532624191,27
1532626188,16
1532628052,13
1532629681,15
1532631403,13
1532633220,13
1532634974,10
1532636800,9
1532638614,8
1532642227,8
1532643999,8
